,blue_fighter,red_fighter,blue_fighter_kd,red_fighter_kd,blue_fighter_sig_str,red_fighter_sig_str,blue_fighter_sig_str_perc,red_fighter_sig_str_perc,blue_fighter_total_str,red_fighter_total_str,blue_fighter_td,red_fighter_td,blue_fighter_td_perc,red_fighter_td_perc,blue_fighter_sub_att,red_fighter_sub_att,blue_fighter_rev,red_fighter_rev,blue_fighter_ctrl,red_fighter_ctrl,blue_fighter_sig_str_head,red_fighter_sig_str_head,blue_fighter_sig_str_body,red_fighter_sig_str_body,blue_fighter_sig_str_leg,red_fighter_sig_str_leg,blue_fighter_sig_str_distance,red_fighter_sig_str_distance,blue_fighter_sig_str_clinch,red_fighter_sig_str_clinch,blue_fighter_sig_str_ground,red_fighter_sig_str_ground
1922,Ariane Carnelossi,Loopy Godinez,0,0,9 of 20,46 of 61,45%,75%,23 of 35,130 of 173,0 of 1,8 of 8,0%,100%,0,2,0,0,0:00,13:26,7 of 18,36 of 49,1 of 1,10 of 12,1 of 1,0 of 0,4 of 13,11 of 19,3 of 5,8 of 12,2 of 2,27 of 30
1923,Journey Newson,Fernie Garcia,0,0,57 of 143,37 of 103,39%,35%,63 of 150,38 of 104,2 of 3,0 of 0,66%,---,0,0,0,0,0:42,0:02,23 of 92,24 of 84,21 of 30,6 of 12,13 of 21,7 of 7,52 of 138,37 of 101,1 of 1,0 of 2,4 of 4,0 of 0
1924,Rob Font,Marlon Vera,0,3,271 of 516,159 of 283,52%,56%,273 of 520,167 of 291,1 of 2,0 of 0,50%,---,0,0,0,0,0:18,2:05,199 of 436,95 of 205,48 of 56,22 of 31,24 of 24,42 of 47,256 of 496,133 of 246,15 of 20,4 of 4,0 of 0,22 of 33
1925,Andrei Arlovski,Jake Collier,0,0,91 of 164,93 of 188,55%,49%,105 of 178,132 of 231,0 of 0,2 of 3,---,66%,0,0,0,0,0:01,3:38,66 of 137,77 of 168,15 of 17,7 of 10,10 of 10,9 of 10,82 of 152,81 of 171,8 of 11,12 of 17,1 of 1,0 of 0
1926,Andre Fili,Joanderson Brito,0,1,6 of 15,14 of 20,40%,70%,6 of 15,14 of 20,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:07,6 of 15,12 of 18,0 of 0,0 of 0,0 of 0,2 of 2,6 of 15,5 of 6,0 of 0,0 of 0,0 of 0,9 of 14
1927,Jared Gordon,Grant Dawson,0,0,77 of 119,54 of 111,64%,48%,111 of 153,98 of 163,0 of 0,7 of 17,---,41%,0,2,0,0,1:12,7:11,48 of 83,42 of 96,21 of 26,11 of 14,8 of 10,1 of 1,59 of 98,40 of 97,14 of 16,9 of 9,4 of 5,5 of 5
1928,Darren Elkins,Tristan Connelly,0,0,75 of 151,66 of 117,49%,56%,165 of 259,106 of 158,5 of 10,0 of 0,50%,---,1,0,0,0,7:52,0:58,66 of 141,48 of 96,9 of 10,9 of 12,0 of 0,9 of 9,38 of 107,42 of 87,29 of 34,21 of 27,8 of 10,3 of 3
1929,Krzysztof Jotko,Gerald Meerschaert,0,0,65 of 124,37 of 91,52%,40%,129 of 195,46 of 101,4 of 4,1 of 4,100%,25%,0,0,0,0,5:25,1:54,51 of 102,17 of 70,8 of 15,8 of 9,6 of 7,12 of 12,52 of 110,28 of 80,7 of 8,9 of 11,6 of 6,0 of 0
1930,Alexandr Romanov,Chase Sherman,0,0,8 of 14,0 of 0,57%,---,11 of 17,0 of 0,3 of 3,0 of 0,100%,---,1,0,0,0,1:58,0:00,8 of 14,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,8 of 14,0 of 0
1931,Daniel Lacerda,Francisco Figueiredo,0,0,4 of 6,5 of 5,66%,100%,5 of 7,5 of 5,1 of 1,0 of 0,100%,---,0,1,0,0,0:28,0:00,1 of 3,0 of 0,1 of 1,1 of 1,2 of 2,4 of 4,4 of 6,5 of 5,0 of 0,0 of 0,0 of 0,0 of 0
1932,Gabe Green,Yohan Lainesse,0,1,48 of 123,41 of 80,39%,51%,54 of 129,42 of 81,0 of 0,2 of 4,---,50%,0,1,0,0,0:41,1:37,26 of 98,15 of 40,13 of 16,11 of 16,9 of 9,15 of 24,36 of 105,35 of 74,4 of 5,3 of 3,8 of 13,3 of 3
1933,Natan Levy,Mike Breeden,0,0,92 of 141,104 of 210,65%,49%,99 of 150,115 of 221,9 of 16,3 of 4,56%,75%,0,0,0,0,3:39,1:56,68 of 115,64 of 158,19 of 21,39 of 51,5 of 5,1 of 1,80 of 124,89 of 185,4 of 8,13 of 22,8 of 9,2 of 3
1934,Gina Mazany,Shanna Young,0,0,48 of 86,49 of 102,55%,48%,57 of 95,62 of 118,1 of 5,0 of 0,20%,---,0,0,0,1,1:22,0:57,15 of 50,34 of 79,24 of 27,12 of 20,9 of 9,3 of 3,43 of 77,33 of 78,5 of 9,2 of 2,0 of 0,14 of 22
1935,Amanda Lemos,Jessica Andrade,0,0,7 of 17,3 of 9,41%,33%,7 of 17,3 of 9,0 of 0,0 of 1,---,0%,0,1,0,0,0:00,0:38,4 of 12,0 of 3,0 of 2,1 of 1,3 of 3,2 of 5,7 of 17,3 of 9,0 of 0,0 of 0,0 of 0,0 of 0
1936,Clay Guida,Claudio Puelles,0,0,3 of 4,1 of 3,75%,33%,4 of 6,11 of 13,0 of 1,0 of 0,0%,---,0,2,1,0,1:10,0:14,1 of 2,1 of 2,0 of 0,0 of 1,2 of 2,0 of 0,2 of 3,0 of 2,0 of 0,0 of 0,1 of 1,1 of 1
1937,Maycee Barber,Montana De La Rosa,0,0,50 of 63,14 of 28,79%,50%,80 of 101,41 of 57,1 of 4,1 of 2,25%,50%,0,0,1,1,7:00,5:55,31 of 42,7 of 19,16 of 18,7 of 9,3 of 3,0 of 0,4 of 8,3 of 13,40 of 47,10 of 14,6 of 8,1 of 1
1938,Lando Vannata,Charles Jourdain,0,0,8 of 14,4 of 7,57%,57%,8 of 14,5 of 8,1 of 1,0 of 0,100%,---,0,1,1,0,0:57,0:19,5 of 10,2 of 4,3 of 4,2 of 3,0 of 0,0 of 0,7 of 13,3 of 6,0 of 0,1 of 1,1 of 1,0 of 0
1939,Jordan Wright,Marc-Andre Barriault,0,0,12 of 13,13 of 17,92%,76%,16 of 17,17 of 21,2 of 4,0 of 0,50%,---,0,1,0,1,1:32,0:03,2 of 3,11 of 15,4 of 4,2 of 2,6 of 6,0 of 0,6 of 7,2 of 5,4 of 4,9 of 10,2 of 2,2 of 2
1940,Dwight Grant,Sergey Khandozhko,1,2,42 of 110,49 of 125,38%,39%,47 of 115,49 of 125,1 of 1,1 of 1,100%,100%,0,0,0,0,0:20,0:48,35 of 103,35 of 109,5 of 5,13 of 15,2 of 2,1 of 1,38 of 105,47 of 120,2 of 2,0 of 0,2 of 3,2 of 5
1941,Tyson Pedro,Ike Villanueva,1,0,22 of 29,4 of 22,75%,18%,22 of 29,4 of 22,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,10 of 17,2 of 20,5 of 5,1 of 1,7 of 7,1 of 1,19 of 25,4 of 21,1 of 1,0 of 1,2 of 3,0 of 0
1942,Aoriqileng,Cameron Else,1,0,37 of 64,6 of 12,57%,50%,49 of 85,7 of 13,1 of 1,0 of 0,100%,---,0,0,0,0,1:34,0:13,28 of 55,5 of 10,7 of 7,0 of 1,2 of 2,1 of 1,10 of 19,5 of 11,2 of 2,0 of 0,25 of 43,1 of 1
1943,Preston Parsons,Evan Elder,0,0,75 of 112,27 of 60,66%,45%,121 of 160,34 of 67,4 of 6,0 of 2,66%,0%,5,0,1,2,7:48,1:47,60 of 94,12 of 43,9 of 11,11 of 12,6 of 7,4 of 5,33 of 58,26 of 58,7 of 11,1 of 1,35 of 43,0 of 1
1944,Marcin Prachnio,Philipe Lins,0,0,74 of 117,64 of 110,63%,58%,116 of 159,96 of 142,0 of 1,4 of 11,0%,36%,0,0,0,0,1:53,5:28,13 of 49,36 of 79,44 of 48,20 of 22,17 of 20,8 of 9,47 of 81,52 of 96,26 of 35,9 of 10,1 of 1,3 of 4
1945,Dean Barry,Mike Jackson,1,0,36 of 90,18 of 37,40%,48%,39 of 93,18 of 37,0 of 0,0 of 1,---,0%,0,0,0,0,0:15,0:09,25 of 78,13 of 30,10 of 11,1 of 2,1 of 1,4 of 5,26 of 74,18 of 37,8 of 12,0 of 0,2 of 4,0 of 0
1946,Vicente Luque,Belal Muhammad,0,0,84 of 184,60 of 155,45%,38%,102 of 203,136 of 260,0 of 0,5 of 10,---,50%,0,0,0,0,0:33,7:29,54 of 141,51 of 141,6 of 17,8 of 13,24 of 26,1 of 1,80 of 179,56 of 149,2 of 3,3 of 5,2 of 2,1 of 1
1947,Caio Borralho,Gadzhi Omargadzhiev,0,0,31 of 49,12 of 38,63%,31%,63 of 86,61 of 90,1 of 1,1 of 2,100%,50%,0,0,1,0,10:11,0:22,23 of 35,6 of 28,4 of 10,5 of 8,4 of 4,1 of 2,11 of 26,8 of 34,1 of 1,2 of 2,19 of 22,2 of 2
1948,Miguel Baeza,Andre Fialho,0,1,24 of 58,32 of 56,41%,57%,24 of 58,32 of 56,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,15 of 48,19 of 41,4 of 4,5 of 7,5 of 6,8 of 8,24 of 58,25 of 49,0 of 0,5 of 5,0 of 0,2 of 2
1949,Mayra Bueno Silva,Wu Yanan,0,0,87 of 152,62 of 218,57%,28%,88 of 153,75 of 232,0 of 1,1 of 1,0%,100%,2,0,0,0,0:49,2:15,49 of 97,37 of 169,18 of 25,16 of 26,20 of 30,9 of 23,80 of 137,54 of 204,3 of 4,3 of 3,4 of 11,5 of 11
1950,Pat Sabatini,TJ Laramie,0,0,36 of 63,15 of 31,57%,48%,124 of 162,22 of 39,6 of 10,1 of 4,60%,25%,0,0,0,1,7:59,4:07,29 of 55,9 of 23,5 of 6,2 of 3,2 of 2,4 of 5,13 of 24,12 of 24,1 of 2,0 of 1,22 of 37,3 of 6
1951,Mounir Lazzez,Ange Loosa,0,0,141 of 260,88 of 213,54%,41%,141 of 260,91 of 216,0 of 2,0 of 2,0%,0%,0,0,0,0,1:02,0:08,98 of 208,34 of 141,23 of 31,14 of 24,20 of 21,40 of 48,138 of 255,88 of 213,3 of 5,0 of 0,0 of 0,0 of 0
1952,Devin Clark,William Knight,1,0,34 of 47,21 of 41,72%,51%,125 of 140,39 of 59,2 of 5,1 of 1,40%,100%,0,2,0,0,5:46,2:09,19 of 30,11 of 29,5 of 6,3 of 3,10 of 11,7 of 9,25 of 37,16 of 35,4 of 5,5 of 6,5 of 5,0 of 0
1953,Lina Lansberg,Pannie Kianzad,1,0,39 of 88,78 of 160,44%,48%,64 of 113,109 of 210,0 of 3,1 of 1,0%,100%,0,0,0,0,2:23,4:31,30 of 75,59 of 140,8 of 11,16 of 17,1 of 2,3 of 3,31 of 78,59 of 137,8 of 10,19 of 23,0 of 0,0 of 0
1954,Drakkar Klose,Brandon Jenkins,2,0,76 of 108,18 of 38,70%,47%,77 of 109,28 of 48,2 of 3,0 of 0,66%,---,0,0,0,0,1:56,0:10,55 of 87,4 of 23,16 of 16,3 of 4,5 of 5,11 of 11,27 of 42,14 of 34,38 of 46,4 of 4,11 of 20,0 of 0
1955,Rafa Garcia,Jesse Ronson,0,0,35 of 80,25 of 61,43%,40%,73 of 126,28 of 64,3 of 4,0 of 1,75%,0%,1,0,0,0,4:37,0:02,31 of 76,13 of 48,3 of 3,6 of 7,1 of 1,6 of 6,26 of 70,25 of 60,1 of 1,0 of 1,8 of 9,0 of 0
1956,Chris Barnett,Martin Buday,0,1,23 of 52,56 of 83,44%,67%,44 of 73,131 of 172,0 of 0,0 of 0,---,---,0,0,0,0,0:17,7:44,12 of 38,30 of 56,6 of 8,25 of 26,5 of 6,1 of 1,16 of 43,23 of 44,7 of 9,29 of 32,0 of 0,4 of 7
1957,Jordan Leavitt,Trey Ogden,0,0,69 of 105,41 of 90,65%,45%,124 of 170,130 of 182,0 of 3,1 of 4,0%,25%,0,2,0,1,5:17,2:02,6 of 21,10 of 46,11 of 25,23 of 29,52 of 59,8 of 15,69 of 102,38 of 87,0 of 2,1 of 1,0 of 1,2 of 2
1958,Istela Nunes,Sam Hughes,0,0,89 of 228,76 of 182,39%,41%,90 of 229,151 of 257,0 of 0,2 of 5,---,40%,0,0,0,0,0:00,3:26,52 of 173,67 of 167,26 of 44,9 of 15,11 of 11,0 of 0,83 of 220,59 of 156,5 of 6,4 of 7,1 of 2,13 of 19
1959,Alatengheili,Kevin Croom,1,0,9 of 17,2 of 12,52%,16%,9 of 17,2 of 12,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,9 of 16,0 of 5,0 of 1,1 of 6,0 of 0,1 of 1,8 of 15,2 of 12,0 of 0,0 of 0,1 of 2,0 of 0
1960,Alexander Volkanovski,Chan Sung Jung,1,0,138 of 213,48 of 125,64%,38%,152 of 228,51 of 128,4 of 8,0 of 0,50%,---,0,0,0,0,2:52,0:00,102 of 171,31 of 103,10 of 13,9 of 11,26 of 29,8 of 11,116 of 185,44 of 121,10 of 12,4 of 4,12 of 16,0 of 0
1961,Aljamain Sterling,Petr Yan,0,0,62 of 110,63 of 103,56%,61%,91 of 143,139 of 186,2 of 22,0 of 0,9%,---,0,0,0,0,8:31,5:52,29 of 66,32 of 71,26 of 35,17 of 18,7 of 9,14 of 14,42 of 84,46 of 80,5 of 7,8 of 11,15 of 19,9 of 12
1962,Gilbert Burns,Khamzat Chimaev,0,1,119 of 200,108 of 223,59%,48%,141 of 223,124 of 239,0 of 5,2 of 3,0%,66%,0,0,0,0,0:06,2:23,89 of 166,84 of 191,22 of 24,14 of 22,8 of 10,10 of 10,99 of 178,87 of 191,9 of 10,11 of 13,11 of 12,10 of 19
1963,Mackenzie Dern,Tecia Pennington,0,0,50 of 156,76 of 124,32%,61%,58 of 164,78 of 126,0 of 5,0 of 2,0%,0%,3,0,0,0,2:24,2:54,42 of 147,19 of 61,6 of 7,25 of 30,2 of 2,32 of 33,46 of 152,75 of 122,3 of 3,0 of 0,1 of 1,1 of 2
1964,Vinc Pichel,Mark Madsen,0,0,68 of 123,39 of 87,55%,44%,88 of 144,57 of 110,1 of 2,3 of 3,50%,100%,0,0,0,0,0:48,5:10,32 of 78,27 of 75,21 of 30,1 of 1,15 of 15,11 of 11,53 of 106,32 of 78,10 of 11,3 of 5,5 of 6,4 of 4
1965,Ian Machado Garry,Darian Weeks,0,0,74 of 144,40 of 77,51%,51%,80 of 151,60 of 99,0 of 0,1 of 3,---,33%,0,0,0,0,0:39,2:52,47 of 113,17 of 47,12 of 16,8 of 12,15 of 15,15 of 18,69 of 136,33 of 66,5 of 8,7 of 11,0 of 0,0 of 0
1966,Anthony Hernandez,Josh Fremd,0,0,48 of 71,31 of 54,67%,57%,91 of 124,43 of 67,8 of 11,1 of 1,72%,100%,3,1,0,1,10:45,2:37,39 of 62,16 of 37,8 of 8,13 of 15,1 of 1,2 of 2,9 of 25,15 of 35,5 of 9,12 of 14,34 of 37,4 of 5
1967,Aspen Ladd,Raquel Pennington,0,0,65 of 160,114 of 195,40%,58%,102 of 199,136 of 218,2 of 4,0 of 1,50%,0%,0,0,0,0,2:56,1:42,37 of 118,57 of 133,21 of 34,47 of 52,7 of 8,10 of 10,52 of 145,89 of 166,13 of 15,25 of 29,0 of 0,0 of 0
1968,Mickey Gall,Mike Malott,0,1,13 of 30,28 of 44,43%,63%,14 of 31,29 of 45,1 of 1,0 of 0,100%,---,0,0,0,0,0:17,0:05,13 of 29,21 of 37,0 of 1,5 of 5,0 of 0,2 of 2,12 of 29,21 of 37,1 of 1,1 of 1,0 of 0,6 of 6
1969,Aleksei Oleinik,Jared Vanderaa,0,0,8 of 22,15 of 40,36%,37%,8 of 22,23 of 49,0 of 0,0 of 0,---,---,1,0,1,0,0:44,0:54,3 of 16,13 of 37,2 of 3,2 of 3,3 of 3,0 of 0,8 of 22,7 of 30,0 of 0,1 of 1,0 of 0,7 of 9
1970,Piera Rodriguez,Kay Hansen,0,0,50 of 88,31 of 77,56%,40%,77 of 124,54 of 106,3 of 4,2 of 8,75%,25%,0,0,0,0,5:13,3:14,26 of 60,22 of 61,18 of 21,7 of 13,6 of 7,2 of 3,34 of 70,25 of 66,10 of 12,5 of 10,6 of 6,1 of 1
1971,Julio Arce,Daniel Santos,0,0,127 of 265,49 of 229,47%,21%,127 of 265,49 of 229,0 of 1,0 of 2,0%,0%,0,0,0,0,0:18,0:46,100 of 228,27 of 197,25 of 35,15 of 24,2 of 2,7 of 8,125 of 262,46 of 225,2 of 3,3 of 4,0 of 0,0 of 0
1972,Curtis Blaydes,Chris Daukaus,1,0,30 of 63,13 of 38,47%,34%,30 of 63,13 of 38,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,23 of 55,12 of 36,1 of 2,1 of 2,6 of 6,0 of 0,24 of 54,13 of 38,0 of 0,0 of 0,6 of 9,0 of 0
1973,Joanne Wood,Alexa Grasso,0,0,34 of 49,16 of 28,69%,57%,61 of 76,50 of 65,0 of 0,2 of 2,---,100%,0,1,0,0,0:00,2:15,22 of 33,13 of 25,4 of 6,0 of 0,8 of 10,3 of 3,32 of 44,13 of 24,0 of 3,2 of 3,2 of 2,1 of 1
1974,Matt Brown,Bryan Barberena,0,0,81 of 129,111 of 211,62%,52%,95 of 145,186 of 289,5 of 7,0 of 0,71%,---,0,0,0,1,5:01,0:57,36 of 75,82 of 170,38 of 44,12 of 18,7 of 10,17 of 23,51 of 95,78 of 164,24 of 28,28 of 42,6 of 6,5 of 5
1975,Askar Askarov,Kai Kara-France,0,0,27 of 60,51 of 130,45%,39%,37 of 76,64 of 145,2 of 14,0 of 1,14%,0%,2,0,0,0,5:14,0:00,25 of 55,26 of 96,1 of 4,10 of 18,1 of 1,15 of 16,24 of 57,46 of 125,3 of 3,3 of 3,0 of 0,2 of 2
1976,Neil Magny,Max Griffin,0,1,54 of 144,67 of 123,37%,54%,104 of 204,75 of 132,1 of 9,0 of 2,11%,0%,0,0,0,0,4:33,0:39,42 of 126,34 of 87,10 of 13,11 of 13,2 of 5,22 of 23,42 of 130,63 of 113,12 of 14,2 of 6,0 of 0,2 of 4
1977,Marc Diakiese,Viacheslav Borshchev,0,0,17 of 20,12 of 21,85%,57%,40 of 50,32 of 44,11 of 18,0 of 0,61%,---,0,0,0,0,12:24,0:35,6 of 8,6 of 15,0 of 0,3 of 3,11 of 12,3 of 3,4 of 6,6 of 12,5 of 5,3 of 6,8 of 9,3 of 3
1978,Sara McMann,Karol Rosa,0,0,24 of 41,26 of 43,58%,60%,73 of 100,92 of 120,4 of 6,1 of 2,66%,50%,0,0,0,1,10:27,1:56,15 of 28,20 of 36,6 of 8,4 of 4,3 of 5,2 of 3,7 of 21,13 of 25,7 of 8,7 of 7,10 of 12,6 of 11
1979,Chris Gutierrez,Batgerel Danaa,1,0,41 of 79,30 of 104,51%,28%,42 of 81,43 of 119,0 of 0,1 of 1,---,100%,0,0,0,0,0:13,0:24,20 of 53,20 of 88,3 of 5,6 of 11,18 of 21,4 of 5,37 of 74,24 of 95,0 of 0,1 of 1,4 of 5,5 of 8
1980,Aliaskhab Khizriev,Denis Tiuliulin,0,0,42 of 67,31 of 82,62%,37%,54 of 79,43 of 94,2 of 3,0 of 1,66%,0%,1,0,0,0,2:46,0:02,31 of 53,28 of 78,8 of 10,3 of 4,3 of 4,0 of 0,33 of 56,30 of 80,1 of 3,1 of 2,8 of 8,0 of 0
1981,Jennifer Maia,Manon Fiorot,0,0,37 of 121,83 of 138,30%,60%,56 of 141,101 of 157,1 of 4,2 of 4,25%,50%,0,0,0,0,1:16,2:37,23 of 103,40 of 91,9 of 13,24 of 28,5 of 5,19 of 19,30 of 111,76 of 131,6 of 9,2 of 2,1 of 1,5 of 5
1982,Matheus Nicolau,David Dvorak,1,0,36 of 81,39 of 110,44%,35%,46 of 94,60 of 134,0 of 2,0 of 2,0%,0%,0,0,0,0,0:48,1:25,21 of 62,25 of 87,10 of 13,6 of 13,5 of 6,8 of 10,33 of 77,33 of 99,1 of 1,4 of 7,2 of 3,2 of 4
1983,Luis Saldana,Bruno Souza,0,0,84 of 168,66 of 178,50%,37%,88 of 173,68 of 180,2 of 5,1 of 2,40%,50%,0,0,0,0,1:36,0:12,41 of 109,37 of 134,14 of 22,17 of 30,29 of 37,12 of 14,78 of 161,64 of 174,3 of 4,2 of 4,3 of 3,0 of 0
1984,Alexander Volkov,Tom Aspinall,0,0,13 of 23,29 of 43,56%,67%,13 of 23,35 of 50,0 of 0,2 of 2,---,100%,0,1,0,0,0:00,1:54,6 of 16,16 of 30,5 of 5,5 of 5,2 of 2,8 of 8,13 of 22,16 of 26,0 of 0,1 of 1,0 of 1,12 of 16
1985,Arnold Allen,Dan Hooker,0,0,49 of 84,14 of 49,58%,28%,50 of 85,14 of 49,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,43 of 78,11 of 44,0 of 0,0 of 2,6 of 6,3 of 3,46 of 75,14 of 49,3 of 9,0 of 0,0 of 0,0 of 0
1986,Paddy Pimblett,Kazula Vargas,0,0,3 of 6,7 of 9,50%,77%,5 of 8,16 of 21,1 of 2,0 of 0,50%,---,1,0,0,0,0:53,2:43,1 of 4,5 of 7,0 of 0,2 of 2,2 of 2,0 of 0,2 of 4,2 of 4,0 of 1,2 of 2,1 of 1,3 of 3
1987,Gunnar Nelson,Takashi Sato,0,0,44 of 55,9 of 23,80%,39%,140 of 166,16 of 34,3 of 3,0 of 0,100%,---,1,0,0,0,8:09,0:00,36 of 47,4 of 16,7 of 7,2 of 4,1 of 1,3 of 3,10 of 20,9 of 23,1 of 2,0 of 0,33 of 33,0 of 0
1988,Molly McCann,Luana Carolina,1,0,85 of 159,64 of 132,53%,48%,99 of 174,76 of 144,2 of 2,0 of 0,100%,---,0,0,0,0,4:30,0:27,52 of 118,26 of 88,28 of 36,33 of 39,5 of 5,5 of 5,69 of 139,47 of 113,14 of 18,17 of 19,2 of 2,0 of 0
1989,Jai Herbert,Ilia Topuria,1,1,22 of 63,20 of 41,34%,48%,50 of 94,31 of 55,0 of 0,1 of 4,---,25%,0,0,0,0,0:07,2:41,20 of 60,17 of 37,1 of 2,3 of 4,1 of 1,0 of 0,19 of 59,14 of 35,1 of 1,2 of 2,2 of 3,4 of 4
1990,Mike Grundy,Makwan Amirkhani,0,0,0 of 3,0 of 1,0%,0%,0 of 3,0 of 1,1 of 1,0 of 0,100%,---,0,1,0,0,0:31,0:15,0 of 2,0 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 3,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0
1991,Shamil Abdurakhimov,Sergei Pavlovich,0,1,17 of 34,21 of 47,50%,44%,17 of 34,22 of 48,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:12,4 of 16,21 of 46,4 of 5,0 of 1,9 of 13,0 of 0,17 of 34,6 of 22,0 of 0,4 of 8,0 of 0,11 of 17
1992,Nikita Krylov,Paul Craig,0,0,19 of 25,2 of 3,76%,66%,30 of 39,11 of 12,1 of 1,1 of 1,100%,100%,0,1,0,0,3:49,0:02,18 of 24,2 of 3,1 of 1,0 of 0,0 of 0,0 of 0,3 of 3,0 of 0,0 of 0,0 of 0,16 of 22,2 of 3
1993,Jack Shore,Timur Valiev,2,0,70 of 107,72 of 150,65%,48%,87 of 128,75 of 155,3 of 7,2 of 3,42%,66%,0,1,0,0,4:42,2:03,46 of 81,23 of 83,15 of 17,26 of 40,9 of 9,23 of 27,54 of 89,67 of 144,5 of 7,5 of 6,11 of 11,0 of 0
1994,Cory McKenna,Elise Reed,0,0,60 of 160,76 of 140,37%,54%,99 of 216,121 of 193,3 of 7,0 of 0,42%,---,0,0,0,0,3:46,0:22,53 of 150,44 of 98,3 of 4,7 of 10,4 of 6,25 of 32,48 of 146,70 of 131,5 of 6,3 of 5,7 of 8,3 of 4
1995,Muhammad Mokaev,Cody Durden,1,0,2 of 5,1 of 5,40%,20%,2 of 5,1 of 5,0 of 0,1 of 1,---,100%,1,0,0,0,0:11,0:00,1 of 3,0 of 2,1 of 2,1 of 1,0 of 0,0 of 2,2 of 4,1 of 5,0 of 0,0 of 0,0 of 1,0 of 0
1996,Thiago Santos,Magomed Ankalaev,1,0,60 of 138,78 of 155,43%,50%,81 of 160,114 of 191,0 of 0,1 of 2,---,50%,0,0,0,0,0:17,3:35,14 of 75,33 of 94,16 of 26,35 of 51,30 of 37,10 of 10,57 of 135,64 of 140,1 of 1,12 of 13,2 of 2,2 of 2
1997,Marlon Moraes,Song Yadong,0,1,9 of 25,14 of 35,36%,40%,9 of 25,14 of 35,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,9 of 25,10 of 29,0 of 0,3 of 5,0 of 0,1 of 1,9 of 25,14 of 35,0 of 0,0 of 0,0 of 0,0 of 0
1998,Sodiq Yusuff,Alex Caceres,0,0,64 of 123,66 of 138,52%,47%,74 of 133,71 of 143,1 of 3,1 of 3,33%,33%,0,0,0,0,2:42,0:21,18 of 70,43 of 107,12 of 16,14 of 20,34 of 37,9 of 11,59 of 117,64 of 133,5 of 6,2 of 5,0 of 0,0 of 0
